WELL_ID,GOA_WELL_ID,WELL_GIC_ID,WELL_GIC_ID_TEXT,LATTITUDE,LONGITUDE,LSD,SECTION,QTR,TOWNSHIP,RANGE,MERIDIAN,YEAR_WELL_DRILLED,YEAR_WELL_DRILLED_TEXT,WELL_LOCATION,LEGAL_LAND_LOCATION,ELEVATION,ELEVATION_UNITS,CREATE_TIMESTAMP,CREATE_USERID
9809,,238398,,52.033914,-113.717709,,30,SW,35,26,4,1994,,"Beside house. Landowner did not expose the exact location of the well. Because of this, fieldstaff w",SW-30-035-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9810,,,,52.026917,-113.70875,,30,SW,35,26,4,1997,,East of the house,SW-30-035-26-W4,980,metres,2011-10-20 10:38:47.710000000,CONVERSION
9811,,135729,,51.905694,-113.594806,,11,NW,34,26,4,1973,,Well is located north of this property but outlet is located inside a horse barn NE of house,NW-11-034-26-W4,983,metres,2011-10-20 10:38:47.710000000,CONVERSION
9812,,256686,,52.027056,-113.700417,,30,SE,35,26,4,1946,,Inside the washroom inside the shop,SE-30-035-26-W4,975,metres,2011-10-20 10:38:47.710000000,CONVERSION
9813,,,,52.024194,-113.702056,,19,NE,35,26,4,,,South East of his property,NE-19-035-26-W4,972,metres,2011-10-20 10:38:47.710000000,CONVERSION
9814,,95984,,52.508055,-113.263457,,9,SW,41,23,4,1987,,1 meter south of race barn,SW-09-041-23-W4,876,metres,2011-10-20 10:38:47.710000000,CONVERSION
9815,,95983,,52.508049,-113.266596,,9,SW,41,23,4,1973,,In pit about 30 meters west of barn in corrals,SW-09-041-23-W4,864,metres,2011-10-20 10:38:47.710000000,CONVERSION
9816,,275628,,52.464112,-113.261525,,28,SW,40,23,4,1984,,Approx. 1.5 meters west of east fence line and ~100 meters norht of gate from Hwy 50,SW-28-040-23-W4,814,metres,2011-10-20 10:38:47.710000000,CONVERSION
9817,,,,52.465665,-113.267317,,28,SW,40,23,4,1973,,Approx 10 meters east of RR234 and about 1/4 mile north of Hwy 50,SW-28-040-23-W4,813,metres,2011-10-20 10:38:47.710000000,CONVERSION
9818,,,,51.062454,-112.960784,,23,NE,24,22,4,,,~250 meters south west of barn in corrals on west side of trail between corrals,NE-23-024-22-W4,887,metres,2011-10-20 10:38:47.710000000,CONVERSION
9819,,189373,,51.137538,-113.399725,,14,NW,25,25,4,1991,,Approx 24 M southeast of house,NW-14-025-25-W4,913,metres,2011-10-20 10:38:47.710000000,CONVERSION
9820,,,,51.01904,-112.982706,,3,NE,24,22,4,,,In SE corner of old garage,NE-03-024-22-W4,894,metres,2011-10-20 10:38:47.710000000,CONVERSION
9821,,,,51.063089,-112.961481,,23,NE,24,22,4,,,about 300 meters west of barn on west side of corrals,NE-23-024-22-W4,887,metres,2011-10-20 10:38:47.710000000,CONVERSION
9822,,132369,,52.873053,-113.253652,,15,SE,45,23,4,1959,,Well 2 m north of house,SE-15-045-23-W4,736,metres,2011-10-20 10:38:47.710000000,CONVERSION
9823,,,,51.034473,-113.447957,,8,NE,24,25,4,1958,,between barns (2 meters west of east barn),NE-08-024-25-W4,982,metres,2011-10-20 10:38:47.710000000,CONVERSION
9824,,247426,,51.117222,-113.561535,,10,SW,25,26,4,1994,,25 meters east of house in grass,SW-10-025-26-W4,954,metres,2011-10-20 10:38:47.710000000,CONVERSION
9825,,,,51.071185,-113.555151,,27,SW,24,26,4,,,~ 35 meters east of house,SW-27-024-26-W4,979,metres,2011-10-20 10:38:47.710000000,CONVERSION
9826,,122348,,51.023401,-112.97957,,11,SW,24,22,4,1967,,In pit about 2 meters east of quonset,SW-11-024-22-W4,887,metres,2011-10-20 10:38:47.710000000,CONVERSION
9827,,,,51.034056,-113.447679,,8,NE,24,25,4,1956,,In pit 3 meters west of house,NE-08-024-25-W4,983,metres,2011-10-20 10:38:47.710000000,CONVERSION
9828,,,,51.117306,-113.053412,,7,SE,25,22,4,,,Spring is located about 200 meters west of the house,SE-07-025-22-W4,899,metres,2011-10-20 10:38:47.710000000,CONVERSION
9829,,,,51.117503,-113.054464,,7,SE,25,22,4,,,15 m north of the barn,SE-07-025-22-W4,890,metres,2011-10-20 10:38:47.710000000,CONVERSION
9830,,,,51.067576,-113.344215,,30,SW,24,24,4,,,Approx. 15 m. east of house,SW-30-024-24-W4,977,metres,2011-10-20 10:38:47.710000000,CONVERSION
9831,,297850,,51.108998,-113.017642,,4,NW,25,22,4,2001,,60 m SE of house,NW-04-025-22-W4,895,metres,2011-10-20 10:38:47.710000000,CONVERSION
9832,,112491,,51.108286,-113.018268,,4,NW,25,22,4,1985,,100 m south of house by grain bin,NW-04-025-22-W4,898,metres,2011-10-20 10:38:47.710000000,CONVERSION
9833,,272146,,52.158763,-113.340434,,10,SE,37,24,4,1995,,Well is 5m north of Residence,SE-10-037-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9834,,1200147,,52.553821,-113.190518,,25,SW,41,23,4,2003,,East from house,SW-25-041-23-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9835,,93292,,52.536568,-113.484696,,23,SE,41,25,4,,,10 m north of house,SE-23-041-25-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9836,,142862,,52.582555,-112.968404,,4,SW,42,21,4,1975,,In pit 2.4 metres from front of shop,SW-04-042-21-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9837,,,,52.270466,-113.320416,,14,NE,38,24,4,,,,NE-14-038-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9838,,,,52.37945,-113.381466,,27,SW,39,24,4,,,,SW-27-039-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9839,,,,52.110308,-113.189115,,23,NW,36,23,4,,,stock water pond,NW-23-036-23-4,,metres,2011-10-20 10:38:47,CONVERSION
9840,,,,52.022766,-113.1775,,23,NE,35,23,4,,,,NE-23-035-23-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9841,,,,52.60505,-110.298983,,12,NE,42,3,4,,,,NE-12-042-03-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9842,,,,52.575916,-110.33495,,35,NW,41,3,4,,,,NW-35-041-03-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9843,,,,51.907283,-113.093533,,8,NW,34,22,4,,,,NW-08-034-22-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9844,,,,51.68596,-112.57728,,25,NW,31,19,4,,,In the south east corner in the old shed located 17 m northeast from the house,NW-25-031-19-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9845,,,,51.285131,-112.962625,,1,NE,27,22,4,,,Approx. 220 ft east of garage,NE-01-027-22-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9846,,97497,,52.386604,-113.453659,,30,NW,39,24,4,1974,,,NW-30-039-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9847,,,,52.656067,-113.393579,,33,SE,42,24,4,,,,SE-33-042-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9848,,,,52.633883,-113.309587,,19,NW,42,23,4,,,,NW-19-042-23-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9849,,262032,,52.701308,-113.227146,,14,SE,43,23,4,2001,,,SE-14-043-23-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9850,,,,52.970629,-113.190841,,18,NW,46,22,4,,,,NW-18-046-22-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9851,,125526,,50.898929,-113.676265,,28,SW,22,27,4,,,45.7 m S of Shop,SW-28-022-27-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9852,,125512,,50.879285,-113.672323,,22,SW,22,27,4,1981,,40m W of house by power pole,SW-22-022-27-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9853,,,,50.855812,-113.647602,,11,SW,22,27,4,1965,,W of shed in well pit,SW-11-022-27-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9854,,296581,,50.89604,-113.727242,,30,SE,22,27,4,2001,,39.6 m W of Grain Terminal,SE-30-022-27-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9855,,,,50.876179,-113.674275,,15,NW,22,27,4,,,in pit N of house,NW-15-022-27-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9856,,238346,,50.829993,-113.697226,,33,NW,21,27,4,1982,,in pumphouse NE of house,NW-33-021-27-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9857,,,,50.993032,-113.639148,,25,NE,23,27,4,,,inside pump house beside house,NE-25-023-27-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9858,,,,51.338953,-113.657743,,30,NW,27,26,4,,,"East of house, 40 ft. away in pit",NW-30-027-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9859,,288424,,51.21594,-113.747389,,17,SW,26,27,4,1997,,approximately 30 m west of house,SW-17-026-27-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9860,,,,50.951127,-113.599152,,17,SW,23,26,4,,,West of house,SW-17-023-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9861,,157980,,52.132551,-112.815274,,32,SE,36,20,4,1991,,Rental Property Well,SE-32-036-20-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9862,,,,51.24243,-113.738923,,29,SW,26,27,4,,,15 m North of house in pump house,SW-29-026-27-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9863,,,,51.258954,-113.755273,,31,SE,26,27,4,1990,,"South from house, 45 m away",SE-31-026-27-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9864,,,,52.379232,-113.698286,,28,SW,39,26,4,,,Well 50 m N of house,SW-28-039-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9865,,,,52.186543,-113.663774,,16,NW,37,26,4,,,Well 30m S of house,NW-16-037-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9866,,,,51.844195,-113.848908,,24,SW,33,28,4,,,150 m east of house in pumphouse,SW-24-033-28-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9867,,135522,,51.915433,-113.169292,,14,SW,34,23,4,,,20 m north of house in pit in pumphouse,SW-14-034-23-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9868,,,,51.774218,-112.618956,,27,SW,32,19,4,,,1300 m west of house,SW-27-032-19-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9869,,,,51.983794,-112.978739,,8,SW,35,21,4,,,40 m NE of house,SW-08-035-21-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9870,,,,51.958788,-113.010445,,35,SE,34,22,4,,,20 m west of house,SE-35-034-22-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9871,,157744,,51.808386,-112.952535,,5,NW,33,21,4,,,20 m SE of house,NW-05-033-21-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9872,,1470438,,52.050559,-113.013308,,36,NE,35,22,4,,,SE corner of NE-36,NE-36-035-22-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9873,,,,52.30928,-113.434018,,36,SE,38,25,4,,,15 m north of house in pit,SE-36-038-25-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9874,,,,52.929429,-113.725658,,33,NW,45,26,4,,,,NW-33-045-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9875,,227328,,52.12485,-113.010983,,25,NE,36,22,4,1982,,west side of house,NE-25-036-22-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9876,,,,51.865851,-112.770193,,28,NE,33,20,4,1988,,Household & Livestock,NE-28-033-20-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9877,,,,51.878512,-112.767784,,34,NW,33,20,4,1998,,Household & Livestock,NW-34-033-20-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9878,,,,51.787202,-113.193207,,34,SW,32,23,4,,,Household (2),SW-34-032-23-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9879,,104226,,52.056237,-112.703975,,6,SE,36,19,4,1972,,Livestock,SE-06-036-19-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9880,,,,51.950164,-113.183481,,34,SW,34,23,4,,,,SW-34-034-23-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9881,,111867,,50.873322,-113.535669,,15,NW,22,26,4,1974,,"East of old house, 12 m in pump shed",NW-15-022-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9882,,235575,,51.518043,-113.572815,,34,SE,29,26,4,1994,,SW corner of fenced off pig barn yard,SE-34-029-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9883,,163185,,51.984914,-113.741934,,12,SW,35,27,4,,,4 m north of mobile home in pit,SW-12-035-27-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9884,,102767,,52.238895,-113.550805,,5,NW,38,25,4,,,pit 30m East of house,NW-05-038-25-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9885,,40971,,52.141508,-112.510056,,33,NE,36,18,4,2002,,10m N of barn in red wooden shed,NE-33-036-18-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9886,,256887,,52.027441,-113.816151,,29,SE,35,27,4,1979,,"North side of house, 3 m",SE-29-035-27-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9887,,,,52.175795,-113.404649,,17,SW,37,24,4,1993,,Well spring is located approx. 50m east of old house.,SW-17-037-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9888,,135900,,51.910096,-112.933187,,9,NW,34,21,4,1959,,Approximately 70 m SW from the SW corner of first home (Mark McNaughton's) to the east,NW-09-034-21-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9889,,225412,,51.502972,-113.582515,,22,NW,29,26,4,1919,,"South of house 7 m, in pump house",NW-22-029-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9890,,,,51.825622,-113.596901,,15,SE,33,26,4,,,"in garage, west of house",SE-15-033-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9891,,134618,,50.987729,-113.009016,,28,NE,23,22,4,1983,,"South of trailer, 25m in pit",NE-28-023-22-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9892,,,,51.010783,-113.551287,,3,SE,24,26,4,1998,,Approximately 2 m east of trailer,SE-03-024-26-W4,990,metres,2011-10-20 10:38:47.710000000,CONVERSION
9893,,2056004,,51.0677,-113.64795,,25,SW,24,27,4,2006,,Approx. 5 metres Southeast of house (House Well),SW-25-024-27-W4,997,metres,2011-10-20 10:38:47.710000000,CONVERSION
9894,,112178,,51.082353,-113.445602,,33,SW,24,25,4,,,Aproximately 45 m northeast of the house,SW-33-024-25-W4,933,metres,2011-10-20 10:38:47.710000000,CONVERSION
9895,,1305033,,51.087007,-113.44539,,33,SW,24,25,4,2005,,Approximately 40 m west of house,SW-33-024-25-W4,947,metres,2011-10-20 10:38:47.710000000,CONVERSION
9896,,1475145,,51.0649,-113.65033,,24,NW,24,27,4,2005,,Approx. 72 metres Southeast of residence in field  (House Well),NW-24-024-27-W4,999,metres,2011-10-20 10:38:47.710000000,CONVERSION
9897,,125821,,51.06612,-113.65944,,23,NE,24,27,4,1984,,Approx. 5 metres North of house (House Well),NE-23-024-27-W4,1000,metres,2011-10-20 10:38:47.710000000,CONVERSION
9898,,1475013,,51.02941,-113.63426,,12,SE,24,27,4,2004,,Approx. 40 metres Southeast of house (House Well),SE-12-024-27-W4,1005,metres,2011-10-20 10:38:47.710000000,CONVERSION
9899,,113357,,51.15559,-113.54524,,27,SE,25,26,4,1981,,Approx. 5 metres East of house (House Well),SE-27-025-26-W4,958,metres,2011-10-20 10:38:47.710000000,CONVERSION
9900,,293452,,50.90829,-113.49197,,35,SE,22,26,4,1999,,Approx. 8 metres West of garage (House Well),SE-35-022-26-W4,995,metres,2011-10-20 10:38:47.710000000,CONVERSION
9901,,1476095,,51.03386,-113.58723,,8,NE,24,26,4,2008,,Approx. 54 metres West of RNG RD 264 and 410 metres South of HWY 1  (Wheatland Industrial Park Well),NE-08-024-26-W4,1003,metres,2011-10-20 10:38:47.710000000,CONVERSION
9902,,122751,,51.028002,-113.422244,,10,SW,24,25,4,1977,,Approximately 15 m southeast of mobile home,SW-10-024-25-W4,995,metres,2011-10-20 10:38:47.710000000,CONVERSION
9903,,155198,,51.016179,-113.43503,,4,NW,24,25,4,1986,,Approximately 45 m east of house.,NW-04-024-25-W4,995,metres,2011-10-20 10:38:47.710000000,CONVERSION
9904,,,,51.007731,-113.558419,,34,NW,23,26,4,,,Approximately 15 m SW of mobile home.,NW-34-023-26-W4,999,metres,2011-10-20 10:38:47.710000000,CONVERSION
9905,,,,52.519359,-113.151126,,7,NE,41,22,4,,,End of pasture access road,NE-07-041-22-W4,783,metres,2011-10-20 10:38:47.710000000,CONVERSION
9906,,,,52.522491,-113.148478,,18,SE,41,22,4,,,Pit well located adjacent to west side of house.,SE-18-041-22-W4,781,metres,2011-10-20 10:38:47.710000000,CONVERSION
9907,,95608,,52.522921,-113.148573,,18,SE,41,22,4,1989,,Well located 2.5 m west of trailer,SE-18-041-22-W4,790,metres,2011-10-20 10:38:47.710000000,CONVERSION
9908,,,,52.522501,-113.14895,,18,SE,41,22,4,,,Pit well located in shop west of house.,SE-18-041-22-W4,789,metres,2011-10-20 10:38:47.710000000,CONVERSION
9909,,113284,,51.169519,-113.424218,,33,SE,25,25,4,1975,,Approximately 10 meters north of the north west corner of garage,SE-33-025-25-W4,941,metres,2011-10-20 10:38:47.710000000,CONVERSION
9910,,,,50.851922,-113.532758,,10,SW,22,26,4,,,Inside building located south of treatment plant.,SW-10-022-26-W4,987,metres,2011-10-20 10:38:47.710000000,CONVERSION
9911,,286246,,50.852355,-113.534757,,10,SW,22,26,4,1997,,Approximately 2 m west of reman plant.,SW-10-022-26-W4,996,metres,2011-10-20 10:38:47.710000000,CONVERSION
9912,,,,52.514083,-113.166756,,7,NW,41,22,4,1982,,Approximately 2 m east of Shop/lunchroom,NW-07-041-22-W4,800,metres,2011-10-20 10:38:47.710000000,CONVERSION
9913,,292944,,50.850918,-113.533471,,10,SW,22,26,4,1991,,Approximately 15 m southeast of office.,SW-10-022-26-W4,985,metres,2011-10-20 10:38:47.710000000,CONVERSION
9914,,111897,,50.90526,-113.58381,,30,NE,22,26,4,1986,,Approx. 13 metres North of trailer in tire (House Well),NE-30-022-26-W4,1006,metres,2011-10-20 10:38:47.710000000,CONVERSION
9915,,111893,,50.9064,-113.58154,13,29,NW,22,26,4,1984,,Approx. 8 metres Southeast of house by swing set (House Well),13-29-022-26-W4,1010,metres,2011-10-20 10:38:47.710000000,CONVERSION
9916,,,,52.051528,-113.333846,,35,NW,35,24,4,1988,,In pit in pumphouse 3 meters west of first (south) cattle shelte,NW-35-035-24-W4,950,metres,2011-10-20 10:38:47.710000000,CONVERSION
9917,,136090,,52.050553,-113.334028,,35,NW,35,24,4,1981,,1 meter east of pumphouse,NW-35-035-24-W4,954,metres,2011-10-20 10:38:47.710000000,CONVERSION
9918,,,,50.910344,-113.419471,,33,SW,22,25,4,,,3 meters east of garage (between garage and shed),SW-33-022-25-W4,949,metres,2011-10-20 10:38:47.710000000,CONVERSION
9919,,,,50.95762,-113.425886,,16,SE,23,25,4,,,30 meters north of house,SE-16-023-25-W4,984,metres,2011-10-20 10:38:47.710000000,CONVERSION
9920,,258092,,51.09675,-113.648321,,1,SW,25,27,4,1995,,About 100 m east of the house,SW-01-025-27-W4,978,metres,2011-10-20 10:38:47.710000000,CONVERSION
9921,,286547,,52.28417,-113.343124,,22,NE,38,24,4,1996,,"9 meters north of house, 2 meters of garage",NE-22-038-24-W4,855,metres,2011-10-20 10:38:47.710000000,CONVERSION
9922,,,,51.969833,-112.981923,,6,SE,35,21,4,1995,,33 meters southeast of house,SE-06-035-21-W4,883,metres,2011-10-20 10:38:47.710000000,CONVERSION
9923,,109798,,51.985364,-112.294078,,9,SE,35,21,4,1986,,,SE-09-035-21-W4,857,metres,2011-10-20 10:38:47.710000000,CONVERSION
9924,,299105,,50.976132,-113.238443,,23,NE,23,24,4,2001,,25 meters north of Rhonda Wheelers house and 27 meter south of white barn,NE-23-023-24-W4,945,metres,2011-10-20 10:38:47.710000000,CONVERSION
9925,,125709,,51.011729,-113.634248,,1,SE,24,27,4,1978,,7 meters southwest of house,SE-01-024-27-W4,1011,metres,2011-10-20 10:38:47.710000000,CONVERSION
9926,,,,51.16103,-113.411114,,27,SE,25,25,4,,,"In pen F 24, west of pumphouse",SE-27-025-25-W4,927,metres,2011-10-20 10:38:47.710000000,CONVERSION
9927,,287295,,51.074832,-113.494617,,25,NE,24,26,4,1997,,24 meters east of house,NE-25-024-26-W4,959,metres,2011-10-20 10:38:47.710000000,CONVERSION
9928,,94170,,51.66602,-113.50614,,35,NW,42,25,4,1974,,Approx. 70 meters southeast of the residence (HOUSE WELL),NW-35-042-25-W4,848,metres,2011-10-20 10:38:47.710000000,CONVERSION
9929,,122584,,51.067719,-113.343851,,30,SW,24,24,4,1968,,in old pumphouse,SW-30-024-24-W4,983,metres,2011-10-20 10:38:47.710000000,CONVERSION
9930,,,,51.294381,-113.008103,,10,NE,27,22,4,2004,,Approximately 150 meters northwest of house by fence line.,NE-10-027-22-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9931,,1475794,,50.980389,-113.491844,,30,SW,23,25,4,2005,,20 m east of house on east side of shed,SW-30-023-25-W4,1013,metres,2011-10-20 10:38:47.710000000,CONVERSION
9932,,,,51.066105,-113.352092,,19,NW,24,24,4,2008,,5 meters south of cold storage shed,NW-19-024-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9933,,112513,,51.142899,-113.028828,,20,SE,25,22,4,1988,,50 m north of the house in a pit,SE-20-025-22-W4,937,metres,2011-10-20 10:38:47.710000000,CONVERSION
9934,,113528,,51.213844,-113.340584,,18,SE,26,24,4,1983,,30 meters north of the house,SE-18-026-24-W4,932,metres,2011-10-20 10:38:47.710000000,CONVERSION
9935,,,,51.124499,-113.295703,,9,NE,25,24,4,1998,,Approx. 8 m. southeast of house,NE-09-025-24-W4,1013,metres,2011-10-20 10:38:47.710000000,CONVERSION
9936,,,,51.154967,-113.256128,,26,SW,25,24,4,1995,,Approx. 35 M. north of house in pumphouse,SW-26-025-24-W4,1013,metres,2011-10-20 10:38:47.710000000,CONVERSION
9937,,104443,,52.133435,-112.902878,,35,SW,36,21,4,1986,,About 25 meters NW of house,SW-35-036-21-W4,909,metres,2011-10-20 10:38:47.710000000,CONVERSION
9938,,231775,,52.009144,-113.219462,,16,NE,35,23,4,1986,,3 m SE of house,NE-16-035-23-W4,944,metres,2011-10-20 10:38:47.710000000,CONVERSION
9939,,122577,,51.067517,-113.330095,,29,SW,24,24,4,1976,,3 m northwest of the garage,SW-29-024-24-W4,985,metres,2011-10-20 10:38:47.710000000,CONVERSION
9940,,165858,,51.067117,-113.32939,,29,SW,24,24,4,1992,,Along south treeline east of the house,SW-29-024-24-W4,964,metres,2011-10-20 10:38:47.710000000,CONVERSION
9941,,,,51.064036,-113.329663,,20,NW,24,24,4,2008,,Approx. 100 m. west of house,NW-20-024-24-W4,1013,metres,2011-10-20 10:38:47.710000000,CONVERSION
9942,,,,51.063665,-113.329331,,20,NW,24,24,4,2008,,Approx. 25 m. southwest of house,NW-20-024-24-W4,1013,metres,2011-10-20 10:38:47.710000000,CONVERSION
9943,,252723,,51.006597,-113.464352,,32,NW,23,25,4,,,Approx. 10 m. north of house in a pit in pumphouse,NW-32-023-25-W4,1013,metres,2011-10-20 10:38:47.710000000,CONVERSION
9944,,,,51.12565,-113.294803,,16,SE,25,24,4,,,Approx. 50 m southeast of house,SE-16-025-24-W4,926,metres,2011-10-20 10:38:47.710000000,CONVERSION
9945,,104068,,52.016762,-113.198793,,22,SE,35,23,4,1981,,200m north of  the house in a pasture,SE-22-035-23-W4,947,metres,2011-10-20 10:38:47.710000000,CONVERSION
9946,,1475131,,51.124558,-113.432867,,9,NE,25,25,4,2005,,2 m northwest of house,NE-09-025-25-W4,939,metres,2011-10-20 10:38:47.710000000,CONVERSION
9947,,,,52.031032,-113.336627,,26,SW,35,24,4,,,15 meters east of house,SW-26-035-24-W4,947,metres,2011-10-20 10:38:47.710000000,CONVERSION
9948,,287301,,51.124489,-113.514758,,12,NW,25,26,4,1997,,APPROX 15 METERS SE OF HOUSE,NW-12-025-26-W4,955,metres,2011-10-20 10:38:47.710000000,CONVERSION
9949,,,,51.117067,-113.564513,,9,SE,25,26,4,1995,,APPROX 10 METERS NE OF HOUSE,SE-09-025-26-W4,953,metres,2011-10-20 10:38:47.710000000,CONVERSION
9950,,,,51.059379,-113.471393,,19,SE,24,25,4,,,Appox. 30 m northwest of house,SE-19-024-25-W4,988,metres,2011-10-20 10:38:47.710000000,CONVERSION
9951,,257909,,52.027721,-113.339443,,27,SE,35,24,4,1995,,30 m south of the house,SE-27-035-24-W4,931,metres,2011-10-20 10:38:47.710000000,CONVERSION
9952,,,,52.024707,-113.33,,23,NW,35,24,4,1985,,50 meters north of the house,NW-23-035-24-W4,919,metres,2011-10-20 10:38:47.710000000,CONVERSION
9953,,,,51.035021,-113.36859,,12,NW,24,25,4,,,Approx. 0.5 m. west of grey mobile home,NW-12-024-25-W4,993,metres,2011-10-20 10:38:47.710000000,CONVERSION
9954,,1470302,,51.153868,-113.3201,,20,NW,25,24,4,2006,,APPROX 15 METERS SE OF HOUSE,NW-20-025-24-W4,894,metres,2011-10-20 10:38:47.710000000,CONVERSION
9955,,,,50.995034,-113.536412,,35,SW,23,26,4,,,APPROX 8 METERS SOUTH OF PUMP HOUSE,SW-35-023-26-W4,1006,metres,2011-10-20 10:38:47.710000000,CONVERSION
9956,,93639,,52.60241,-113.266164,,9,NW,42,23,4,1989,,"EAST OF HOUSE, IN PIT UNDER SHED",NW-09-042-23-W4,873,metres,2011-10-20 10:38:47.710000000,CONVERSION
9957,,93638,,52.608171,-113.260184,,9,NW,42,23,4,1984,,6 M SOUTH OF TWP ROAD 422,NW-09-042-23-W4,838,metres,2011-10-20 10:38:47.710000000,CONVERSION
9958,,150552,,52.604749,-113.259963,,9,NW,42,23,4,1990,,IN TREES EAST OF ENCANA WELL (102/13-09-042-23W4),NW-09-042-23-W4,852,metres,2011-10-20 10:38:47.710000000,CONVERSION
9959,,,,51.009371,-113.478171,,6,SE,24,25,4,,,Approx. 2 m. northwest of house,SE-06-024-25-W4,987,metres,2011-10-20 10:38:47.710000000,CONVERSION
9960,,,,52.020861,-113.717111,,19,NW,35,26,4,2008,,North of the house,NW-19-035-26-W4,997,metres,2011-10-20 10:38:47.710000000,CONVERSION
9961,,113594,,51.456546,-113.707614,,2,NW,29,27,4,1976,,Southease of house,NW-02-029-27-W4,954,metres,2011-10-20 10:38:47.710000000,CONVERSION
9962,,,,51.212772,-113.528762,,14,SW,26,26,4,,,"West side of house, in pit, 5 m away",SW-14-026-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9963,,,,51.244925,-113.596386,,29,SE,26,26,4,,,"NE from house, 450 - 500 ft. away",SE-29-026-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9964,,,,51.314547,-113.705343,,23,SW,27,27,4,1980,,"West of main house, 35 m away",SW-23-027-27-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9965,,165330,,50.96373,-113.610311,,8,NE,23,26,4,1983,,East of house,NE-08-023-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9966,,,,51.612148,-112.911703,,32,SE,30,21,4,1953,,Surface Casing in pasture of SE 32-30-21 W4,SE-32-030-21-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
