WELL_OWNER_ID,WELL_ID,OWNER_POST_CODE,OWNER_COUNTRY,OWNER_PROVINCE,OWNER_CITY,OCCUPANT_POST_CODE,OCCUPANT_CITY,CREATE_TIMESTAMP
1173907,2073,T0M 0L0,Canada,Alberta,Carbon,,,2011-10-20 10:38:47.710000000
1173909,2074,T1p 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1173911,8284,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1173913,2075,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1173915,9225,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1173917,2076,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1173919,729,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1173921,2077,T0J 3G0,Canada,Alberta,Standard,,,2011-10-20 10:38:47.710000000
1173923,728,T0J 3G0,Canada,Alberta,Standard,,,2011-10-20 10:38:47.710000000
1173925,2078,T0J 3G0,Canada,Alberta,Standard,,,2011-10-20 10:38:47.710000000
1173927,2079,T0J 3G0,Canada,Alberta,Standard,,,2011-10-20 10:38:47.710000000
1173929,2080,T2V 0W7,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1173931,725,T0J 3G0,Canada,Alberta,Standard,,,2011-10-20 10:38:47.710000000
1173933,2081,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1173935,2082,,Canada,Alberta,Lyalta,,,2011-10-20 10:38:47.710000000
1173937,726,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1173939,2083,T2P 2G7,Canada,Alberta,,,,2011-10-20 10:38:47.710000000
1173941,2084,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1173943,8535,T0J 2T0,Canada,Alberta,Rosebud,,,2011-10-20 10:38:47.710000000
1173945,2085,T0J 2T0,Canada,Alberta,Rosebud,,,2011-10-20 10:38:47.710000000
1173947,9226,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1173949,2086,T0J 1N0,Canada,Alberta,Gleichen,,,2011-10-20 10:38:47.710000000
1173951,2087,T1P 1J0,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1173953,2088,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1173955,2089,T1P 1JG,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1173957,2090,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1173959,2091,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1173961,1849,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1173963,1850,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1173965,2934,T2N 4A6,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1173967,1851,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1173969,1852,T0M 0G0,Canada,Alberta,Beiseker,,,2011-10-20 10:38:47.710000000
1173971,1853,T0M 0G0,Canada,Alberta,Beiseker,,,2011-10-20 10:38:47.710000000
1173973,1854,T0M 0G0,Canada,Alberta,Beiseker,,,2011-10-20 10:38:47.710000000
1173975,2318,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1173977,2319,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1173979,2320,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1173981,2321,T0M 0A0,Canada,Alberta,Acme,,,2011-10-20 10:38:47.710000000
1173983,2322,T2P 2T7,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1173985,9345,T2P 2G7,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1173987,2323,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1173989,2324,T0M 0L0,Canada,Alberta,Carbon,,,2011-10-20 10:38:47.710000000
1173991,2935,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1173993,2325,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1173995,229,T0M 0L0,Canada,Alberta,Carbon,,,2011-10-20 10:38:47.710000000
1173997,8159,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1173999,2368,T0M 0L0,Canada,Alberta,Carbon,,,2011-10-20 10:38:47.710000000
1174001,2369,T2P 2G7,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1174003,2370,T0M 0L0,Canada,Alberta,Carbon,,,2011-10-20 10:38:47.710000000
1174005,2969,T0M 0G0,Canada,Alberta,Beiseker,,,2011-10-20 10:38:47.710000000
1174007,2957,T0M 0L0,Canada,Alberta,Carbon,,,2011-10-20 10:38:47.710000000
1174009,2371,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174011,2372,T0M 1B0,Canada,Alberta,Irricana,,,2011-10-20 10:38:47.710000000
1174013,9351,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174015,2373,T1Y 6K2,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1174017,2374,T0M 0L0,Canada,Alberta,Carbon,,,2011-10-20 10:38:47.710000000
1174019,2375,T0M 0L0,Canada,Alberta,Carbon,,,2011-10-20 10:38:47.710000000
1174021,2376,T2P 2G7,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1174023,2953,T0M 0L0,Canada,Alberta,Carbon,,,2011-10-20 10:38:47.710000000
1174025,8162,T0M 0L0,Canada,Alberta,Carbon,,,2011-10-20 10:38:47.710000000
1174027,2377,T0J 1Y0,Canada,Alberta,Lyalta,,,2011-10-20 10:38:47.710000000
1174029,2952,T0M 1B0,Canada,Alberta,Irricana,,,2011-10-20 10:38:47.710000000
1174031,2954,T1P 1R4,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174033,2378,T1P 1K2,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174035,2379,T0M 1B0,Canada,Alberta,Irricana,,,2011-10-20 10:38:47.710000000
1174037,2380,T0M 0G0,Canada,Alberta,Beiseker,,,2011-10-20 10:38:47.710000000
1174039,2381,T1P 1R4,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174041,9352,T4J 1R2,Canada,Alberta,Ponoka,,,2011-10-20 10:38:47.710000000
1174043,2382,T2P 1G7,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1174045,2383,T2P 2G7,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1174047,2384,T0J 1Y0,Canada,Alberta,Lyalta,,,2011-10-20 10:38:47.710000000
1174049,2385,T9A 1X1,Canada,Alberta,Wetaskiwin,,,2011-10-20 10:38:47.710000000
1174051,2386,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174053,2387,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174055,2950,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174057,2388,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174059,2389,T4B 2A4,Canada,Alberta,Airdrie,,,2011-10-20 10:38:47.710000000
1174061,2949,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174063,2390,T2P 2G7,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1174065,9353,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174067,2951,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174069,2391,T0M 1B0,Canada,Alberta,Irricana,,,2011-10-20 10:38:47.710000000
1174071,2392,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174073,2393,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174075,2394,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174077,2395,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174079,2396,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174081,2816,T0M 0A0,Canada,Alberta,Acme,,,2011-10-20 10:38:47.710000000
1174083,2397,T9A 1W8,Canada,Alberta,Wetaskiwin,,,2011-10-20 10:38:47.710000000
1174085,2398,T0M 1B0,Canada,Alberta,Irricana,,,2011-10-20 10:38:47.710000000
1174087,2399,T0M 0A0,Canada,Alberta,Acme,,,2011-10-20 10:38:47.710000000
1174089,2400,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174091,9354,T0M 0G0,Canada,Alberta,Beiseker,,,2011-10-20 10:38:47.710000000
1174093,2401,T0J 1Y0,Canada,Alberta,Lyalta,,,2011-10-20 10:38:47.710000000
1174095,2402,T0J 1Y0,Canada,Alberta,Lyalta,,,2011-10-20 10:38:47.710000000
1174097,2403,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174099,2404,T0M 1B0,Canada,Alberta,Irricana,,,2011-10-20 10:38:47.710000000
1174101,2959,T2M 4L5,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1174103,2405,T1P 1K3,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174105,2406,T0J 1Y0,Canada,Alberta,Lyalta,,,2011-10-20 10:38:47.710000000
1174107,2407,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174109,2960,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174111,9523,T2P 2G7,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1174113,2408,T0C 2X0,Canada,Alberta,Winfield,,,2011-10-20 10:38:47.710000000
1174115,2958,T0M 0Y0,Canada,Alberta,Elnora,,,2011-10-20 10:38:47.710000000
1174117,2409,T0M 1J0,Canada,Alberta,Linden,,,2011-10-20 10:38:47.710000000
1174119,9355,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174121,2955,T0M 0J0,Canada,Alberta,Linden,,,2011-10-20 10:38:47.710000000
1174123,2410,T1P J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174125,2411,T2C 5A5,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1174127,2412,T0S 3G0,Canada,Alberta,Standard,,,2011-10-20 10:38:47.710000000
1174129,2413,T0J 3G0,Canada,Alberta,Standard,,,2011-10-20 10:38:47.710000000
1174131,2414,T0J 0Y0,Canada,Alberta,Drumheller,,,2011-10-20 10:38:47.710000000
1174133,2415,T0J 0Y2,Canada,Alberta,Drumheller,,,2011-10-20 10:38:47.710000000
1174135,2063,T0J 0Y0,Canada,Alberta,Drumheller,,,2011-10-20 10:38:47.710000000
1174137,2416,T0J 2T0,Canada,Alberta,Rosebud,,,2011-10-20 10:38:47.710000000
1174139,2956,T0J 3G0,Canada,Alberta,Standard,,,2011-10-20 10:38:47.710000000
1174141,2417,T0J 0Y0,Canada,Alberta,Drumheller,,,2011-10-20 10:38:47.710000000
1174143,9356,T0J 0Y0,Canada,Alberta,Drumheller,,,2011-10-20 10:38:47.710000000
1174145,2418,T0J 3G0,Canada,Alberta,Standard,,,2011-10-20 10:38:47.710000000
1174147,2419,T0J 0Y0,Canada,Alberta,Drumheller,,,2011-10-20 10:38:47.710000000
1174149,2420,T0J 0Y0,Canada,Alberta,Drumheller,,,2011-10-20 10:38:47.710000000
1174151,2421,T0J 2T0,Canada,Alberta,Rosebud,,,2011-10-20 10:38:47.710000000
1174153,824,T0J 2T0,Canada,Alberta,Rosebud,,,2011-10-20 10:38:47.710000000
1174155,2422,T0J 2T0,Canada,Alberta,Rosebud,,,2011-10-20 10:38:47.710000000
1174157,2423,T0J 2T0,Canada,Alberta,Rosebud,,,2011-10-20 10:38:47.710000000
1174159,2424,T1T 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174161,2425,T0J 3G0,Canada,Alberta,Standard,,,2011-10-20 10:38:47.710000000
1174163,2426,T0J 3G0,Canada,Alberta,Standard,,,2011-10-20 10:38:47.710000000
1174165,2868,T0J 3G0,Canada,Alberta,Standard,,,2011-10-20 10:38:47.710000000
1174167,2427,T0J 3G0,Canada,Alberta,Standard,,,2011-10-20 10:38:47.710000000
1174169,2428,T0J 3G0,Canada,Alberta,Standard,,,2011-10-20 10:38:47.710000000
1174171,2429,T0J 3G0,Canada,Alberta,Standard,,,2011-10-20 10:38:47.710000000
1174173,2430,T0J 0S0,Canada,Alberta,Cluny,,,2011-10-20 10:38:47.710000000
1174175,9516,T0J 3G0,Canada,Alberta,Standard,,,2011-10-20 10:38:47.710000000
1174177,2431,T0J 3G0,Canada,Alberta,Standard,,,2011-10-20 10:38:47.710000000
1174179,2432,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174181,2433,T0J 1S0,Canada,Alberta,Hussar,,,2011-10-20 10:38:47.710000000
1174183,8552,T0J 3G0,Canada,Alberta,Standard,,,2011-10-20 10:38:47.710000000
1174185,2434,T0J 1N0,Canada,Alberta,Gleichen,,,2011-10-20 10:38:47.710000000
1174187,787,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174189,9357,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174191,5680,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174193,2435,T0J 2J0,Canada,Alberta,Rosebud,,,2011-10-20 10:38:47.710000000
1174195,2436,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174197,2437,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174199,2438,T0J 3G0,Canada,Alberta,Standard,,,2011-10-20 10:38:47.710000000
1174201,2439,T0J 3G0,Canada,Alberta,Standard,,,2011-10-20 10:38:47.710000000
1174203,2243,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174205,1156,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174207,236,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174209,676,T0J 1X0,Canada,Alberta,Langdon,,,2011-10-20 10:38:47.710000000
1174211,2746,,,,,,,2011-10-20 10:38:47.710000000
1174213,2808,T0J 1X0,Canada,Alberta,Langdon,,,2011-10-20 10:38:47.710000000
1174215,2446,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174217,2447,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174219,8253,T0S 1X0,Canada,Alberta,Langdon,,,2011-10-20 10:38:47.710000000
1174221,2448,T2P 2G7,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1174223,8254,T2P 2G7,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1174225,2449,T3J 4S7,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1174227,2450,T0J 1X0,Canada,Alberta,Langdon,,,2011-10-20 10:38:47.710000000
1174229,2941,T0J 1X0,Canada,Alberta,Langdon,,,2011-10-20 10:38:47.710000000
1174231,2451,T0J 1X0,Canada,Alberta,Langdon,,,2011-10-20 10:38:47.710000000
1174233,7981,T2P 2G7,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1174235,2452,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174237,8255,T2P 2G7,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1174239,8256,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174241,2453,T2P 2G7,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1174243,2454,T0J 1X0,Canada,Alberta,Langdon,,,2011-10-20 10:38:47.710000000
1174245,8257,T0J 1X0,Canada,Alberta,Langdon,,,2011-10-20 10:38:47.710000000
1174247,2455,T0J 1X0,Canada,Alberta,Langdon,,,2011-10-20 10:38:47.710000000
1174249,1783,T0J 1X0,Canada,Alberta,Langdon,,,2011-10-20 10:38:47.710000000
1174251,1784,T0J 1X0,Canada,Alberta,Langdon,,,2011-10-20 10:38:47.710000000
1174253,2938,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174255,1785,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174257,8258,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174259,1786,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174261,1787,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174263,1788,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174265,1789,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174267,1790,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174269,1791,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174271,1792,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174273,1793,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174275,2939,T0J 0M0,Canada,Alberta,Carseland,,,2011-10-20 10:38:47.710000000
1174277,2942,T0J 0M0,Canada,Alberta,Carseland,,,2011-10-20 10:38:47.710000000
1174279,1794,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174281,1795,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174283,1796,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174285,8259,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174287,8260,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174289,1797,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174291,1798,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174293,2946,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174295,1799,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174297,2948,T1P 1K2,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174299,1800,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174301,2945,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174303,1801,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174305,2947,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174307,1802,T2P 2G7,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1174309,1803,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174311,1804,T1P 1X1,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174313,1805,T1P 1X1,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174315,1806,T0J 2B0,Canada,Alberta,Morrin,,,2011-10-20 10:38:47.710000000
1174317,8146,T1X 1E2,Canada,Alberta,Chestermere,,,2011-10-20 10:38:47.710000000
1174319,9095,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1174321,1807,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174323,1808,T2P 2G7,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1174325,1809,T2P 2G7,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1174327,1810,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174329,2943,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174331,1811,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174333,1812,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174335,1813,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174337,2944,T2P 2G7,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1174339,1814,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174341,9096,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174343,1815,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174345,1816,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174347,1817,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174349,1818,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174351,2940,T1P 1K3,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174353,1819,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174355,9010,,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174357,4016,,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174359,1820,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174361,1821,T0J 0L0,Canada,Alberta,Byemoor,,,2011-10-20 10:38:47.710000000
1174363,1822,T0J 0L0,Canada,Alberta,Byemoor,,,2011-10-20 10:38:47.710000000
1174365,1823,T4L 2N4,Canada,Alberta,Lacombe,,,2011-10-20 10:38:47.710000000
1174367,2809,T4L 2N4,Canada,Alberta,Lacombe,,,2011-10-20 10:38:47.710000000
1174369,2902,,,,,,,2011-10-20 10:38:47.710000000
1174371,9097,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174373,1824,T2P 2G7,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1174375,1825,T2P 2G7,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1174377,1826,T0J 2R0,Canada,Alberta,Rockyview,,,2011-10-20 10:38:47.710000000
1174379,1827,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1174381,2932,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1174383,2900,T0J 0W0,Canada,Alberta,Delia,,,2011-10-20 10:38:47.710000000
1174385,2810,T0J 0W0,Canada,Alberta,Delia,,,2011-10-20 10:38:47.710000000
1174387,1828,T1P 1K6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174389,1856,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174391,1829,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174393,8282,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174395,1830,T1P 1K1,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174397,1831,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174399,1832,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1174401,1833,T0M 0A0,Canada,Alberta,Acme,,,2011-10-20 10:38:47.710000000
